metric_id,retention_mode,cohort_date,age_day,return_window_start,return_window_end,cohort_size,retained_users,retention_rate,is_complete_window,return_event_count
active_retention,exact_day,2026-06-03,5,2026-06-08,2026-06-08,1,0,0.000000,true,0
active_retention,exact_day,2026-06-03,6,2026-06-09,2026-06-09,1,0,0.000000,true,0
active_retention,exact_day,2026-06-03,7,2026-06-10,2026-06-10,1,0,,false,0
active_retention,on_or_after,2026-06-03,1,2026-06-04,2026-06-10,1,0,,false,0
active_retention,on_or_after,2026-06-03,2,2026-06-05,2026-06-10,1,0,,false,0
active_retention,on_or_after,2026-06-03,3,2026-06-06,2026-06-10,1,0,,false,0
active_retention,on_or_after,2026-06-03,4,2026-06-07,2026-06-10,1,0,,false,0
active_retention,on_or_after,2026-06-03,5,2026-06-08,2026-06-10,1,0,,false,0
active_retention,on_or_after,2026-06-03,6,2026-06-09,2026-06-10,1,0,,false,0
active_retention,on_or_after,2026-06-03,7,2026-06-10,2026-06-10,1,0,,false,0
active_retention,exact_day,2026-06-04,1,2026-06-05,2026-06-05,1,0,0.000000,true,0
active_retention,exact_day,2026-06-04,2,2026-06-06,2026-06-06,1,0,0.000000,true,0
active_retention,exact_day,2026-06-04,3,2026-06-07,2026-06-07,1,0,0.000000,true,0
active_retention,exact_day,2026-06-04,4,2026-06-08,2026-06-08,1,0,0.000000,true,0
active_retention,exact_day,2026-06-04,5,2026-06-09,2026-06-09,1,0,0.000000,true,0
active_retention,exact_day,2026-06-04,6,2026-06-10,2026-06-10,1,0,,false,0
active_retention,exact_day,2026-06-04,7,2026-06-11,2026-06-11,1,0,,false,0
active_retention,on_or_after,2026-06-04,1,2026-06-05,2026-06-11,1,0,,false,0
active_retention,on_or_after,2026-06-04,2,2026-06-06,2026-06-11,1,0,,false,0
active_retention,on_or_after,2026-06-04,3,2026-06-07,2026-06-11,1,0,,false,0
active_retention,on_or_after,2026-06-04,4,2026-06-08,2026-06-11,1,0,,false,0
active_retention,on_or_after,2026-06-04,5,2026-06-09,2026-06-11,1,0,,false,0
active_retention,on_or_after,2026-06-04,6,2026-06-10,2026-06-11,1,0,,false,0
active_retention,on_or_after,2026-06-04,7,2026-06-11,2026-06-11,1,0,,false,0
active_retention,exact_day,2026-06-05,1,2026-06-06,2026-06-06,1,0,0.000000,true,0
active_retention,exact_day,2026-06-05,2,2026-06-07,2026-06-07,1,0,0.000000,true,0
active_retention,exact_day,2026-06-05,3,2026-06-08,2026-06-08,1,0,0.000000,true,0
active_retention,exact_day,2026-06-05,4,2026-06-09,2026-06-09,1,0,0.000000,true,0
active_retention,exact_day,2026-06-05,5,2026-06-10,2026-06-10,1,0,,false,0
active_retention,exact_day,2026-06-05,6,2026-06-11,2026-06-11,1,0,,false,0
active_retention,exact_day,2026-06-05,7,2026-06-12,2026-06-12,1,0,,false,0
active_retention,on_or_after,2026-06-05,1,2026-06-06,2026-06-12,1,0,,false,0
active_retention,on_or_after,2026-06-05,2,2026-06-07,2026-06-12,1,0,,false,0
active_retention,on_or_after,2026-06-05,3,2026-06-08,2026-06-12,1,0,,false,0
active_retention,on_or_after,2026-06-05,4,2026-06-09,2026-06-12,1,0,,false,0
active_retention,on_or_after,2026-06-05,5,2026-06-10,2026-06-12,1,0,,false,0
active_retention,on_or_after,2026-06-05,6,2026-06-11,2026-06-12,1,0,,false,0
active_retention,on_or_after,2026-06-05,7,2026-06-12,2026-06-12,1,0,,false,0
active_retention,exact_day,2026-06-08,1,2026-06-09,2026-06-09,1,0,0.000000,true,0
active_retention,exact_day,2026-06-08,2,2026-06-10,2026-06-10,1,0,,false,0
active_retention,exact_day,2026-06-08,3,2026-06-11,2026-06-11,1,0,,false,0
active_retention,exact_day,2026-06-08,4,2026-06-12,2026-06-12,1,0,,false,0
active_retention,exact_day,2026-06-08,5,2026-06-13,2026-06-13,1,0,,false,0
active_retention,exact_day,2026-06-08,6,2026-06-14,2026-06-14,1,0,,false,0
active_retention,exact_day,2026-06-08,7,2026-06-15,2026-06-15,1,0,,false,0
active_retention,on_or_after,2026-06-08,1,2026-06-09,2026-06-15,1,0,,false,0
active_retention,on_or_after,2026-06-08,2,2026-06-10,2026-06-15,1,0,,false,0
active_retention,on_or_after,2026-06-08,3,2026-06-11,2026-06-15,1,0,,false,0
active_retention,on_or_after,2026-06-08,4,2026-06-12,2026-06-15,1,0,,false,0
active_retention,on_or_after,2026-06-08,5,2026-06-13,2026-06-15,1,0,,false,0
active_retention,on_or_after,2026-06-08,6,2026-06-14,2026-06-15,1,0,,false,0
active_retention,on_or_after,2026-06-08,7,2026-06-15,2026-06-15,1,0,,false,0
