feature_set_id,segment_id,feature_date,feature_name,source_dates_used,latest_source_date_used,valid
active-subscriptions-rolling-features,android,2026-03-15,expanding_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09,2026-03-10,2026-03-11,2026-03-12,2026-03-13,2026-03-14",2026-03-14,true
active-subscriptions-rolling-features,android,2026-03-16,value_lag_1,2026-03-15,2026-03-15,true
active-subscriptions-rolling-features,android,2026-03-16,delta_lag_1,2026-03-15,2026-03-15,true
active-subscriptions-rolling-features,android,2026-03-16,rolling_3_mean_lag1,"2026-03-13,2026-03-14,2026-03-15",2026-03-15,true
active-subscriptions-rolling-features,android,2026-03-16,rolling_7_mean_lag1,"2026-03-09,2026-03-10,2026-03-11,2026-03-12,2026-03-13,2026-03-14,2026-03-15",2026-03-15,true
active-subscriptions-rolling-features,android,2026-03-16,expanding_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09,2026-03-10,2026-03-11,2026-03-12,2026-03-13,2026-03-14,2026-03-15",2026-03-15,true
active-subscriptions-rolling-features,android,2026-03-17,value_lag_1,2026-03-16,2026-03-16,true
active-subscriptions-rolling-features,android,2026-03-17,delta_lag_1,2026-03-16,2026-03-16,true
active-subscriptions-rolling-features,android,2026-03-17,rolling_3_mean_lag1,"2026-03-14,2026-03-15,2026-03-16",2026-03-16,true
active-subscriptions-rolling-features,android,2026-03-17,rolling_7_mean_lag1,"2026-03-10,2026-03-11,2026-03-12,2026-03-13,2026-03-14,2026-03-15,2026-03-16",2026-03-16,true
active-subscriptions-rolling-features,android,2026-03-17,expanding_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09,2026-03-10,2026-03-11,2026-03-12,2026-03-13,2026-03-14,2026-03-15,2026-03-16",2026-03-16,true
