metric_id,resample_index,control_statistic,treatment_statistic,bootstrap_absolute_lift,valid
activation_rate_7d,75,1.0,0.0,-1.0,true
activation_rate_7d,76,0.666667,0.0,-0.666667,true
activation_rate_7d,77,1.0,0.0,-1.0,true
activation_rate_7d,78,0.666667,0.0,-0.666667,true
activation_rate_7d,79,0.666667,0.0,-0.666667,true
activation_rate_7d,80,1.0,0.0,-1.0,true
activation_rate_7d,81,1.0,0.0,-1.0,true
activation_rate_7d,82,0.333333,0.0,-0.333333,true
activation_rate_7d,83,1.0,0.0,-1.0,true
activation_rate_7d,84,1.0,0.0,-1.0,true
activation_rate_7d,85,0.666667,0.0,-0.666667,true
activation_rate_7d,86,0.666667,0.0,-0.666667,true
activation_rate_7d,87,0.666667,0.0,-0.666667,true
activation_rate_7d,88,0.666667,0.0,-0.666667,true
activation_rate_7d,89,0.333333,0.0,-0.333333,true
activation_rate_7d,90,0.666667,0.0,-0.666667,true
activation_rate_7d,91,1.0,0.0,-1.0,true
activation_rate_7d,92,0.333333,0.0,-0.333333,true
activation_rate_7d,93,0.333333,0.0,-0.333333,true
activation_rate_7d,94,0.333333,0.0,-0.333333,true
activation_rate_7d,95,0.666667,0.0,-0.666667,true
activation_rate_7d,96,0.0,0.0,0.0,true
activation_rate_7d,97,0.0,0.0,0.0,true
activation_rate_7d,98,0.666667,0.0,-0.666667,true
activation_rate_7d,99,0.333333,0.0,-0.333333,true
activation_rate_7d,100,0.666667,0.0,-0.666667,true
activation_rate_7d,101,1.0,0.0,-1.0,true
activation_rate_7d,102,0.666667,0.0,-0.666667,true
activation_rate_7d,103,0.666667,0.0,-0.666667,true
activation_rate_7d,104,0.666667,0.0,-0.666667,true
activation_rate_7d,105,1.0,0.0,-1.0,true
activation_rate_7d,106,0.333333,0.0,-0.333333,true
activation_rate_7d,107,0.666667,0.0,-0.666667,true
activation_rate_7d,108,0.333333,0.0,-0.333333,true
activation_rate_7d,109,0.333333,0.0,-0.333333,true
activation_rate_7d,110,0.666667,0.0,-0.666667,true
activation_rate_7d,111,0.666667,0.0,-0.666667,true
activation_rate_7d,112,0.0,0.0,0.0,true
activation_rate_7d,113,0.333333,0.0,-0.333333,true
activation_rate_7d,114,0.333333,0.0,-0.333333,true
activation_rate_7d,115,0.333333,0.0,-0.333333,true
activation_rate_7d,116,0.666667,0.0,-0.666667,true
activation_rate_7d,117,0.333333,0.0,-0.333333,true
activation_rate_7d,118,0.666667,0.0,-0.666667,true
activation_rate_7d,119,0.666667,0.0,-0.666667,true
activation_rate_7d,120,0.0,0.0,0.0,true
activation_rate_7d,121,1.0,0.0,-1.0,true
activation_rate_7d,122,0.333333,0.0,-0.333333,true
activation_rate_7d,123,0.666667,0.0,-0.666667,true
activation_rate_7d,124,0.333333,0.0,-0.333333,true
activation_rate_7d,125,1.0,0.0,-1.0,true
activation_rate_7d,126,0.666667,0.0,-0.666667,true
activation_rate_7d,127,0.666667,0.0,-0.666667,true
activation_rate_7d,128,0.333333,0.0,-0.333333,true
activation_rate_7d,129,1.0,0.0,-1.0,true
activation_rate_7d,130,0.666667,0.0,-0.666667,true
activation_rate_7d,131,0.666667,0.0,-0.666667,true
activation_rate_7d,132,0.666667,0.0,-0.666667,true
activation_rate_7d,133,0.666667,0.0,-0.666667,true
activation_rate_7d,134,0.333333,0.0,-0.333333,true
activation_rate_7d,135,0.333333,0.0,-0.333333,true
activation_rate_7d,136,1.0,0.0,-1.0,true
activation_rate_7d,137,0.333333,0.0,-0.333333,true
activation_rate_7d,138,1.0,0.0,-1.0,true
activation_rate_7d,139,1.0,0.0,-1.0,true
activation_rate_7d,140,1.0,0.0,-1.0,true
activation_rate_7d,141,1.0,0.0,-1.0,true
activation_rate_7d,142,0.666667,0.0,-0.666667,true
activation_rate_7d,143,0.666667,0.0,-0.666667,true
activation_rate_7d,144,1.0,0.0,-1.0,true
activation_rate_7d,145,0.666667,0.0,-0.666667,true
activation_rate_7d,146,1.0,0.0,-1.0,true
activation_rate_7d,147,0.666667,0.0,-0.666667,true
activation_rate_7d,148,0.666667,0.0,-0.666667,true
activation_rate_7d,149,0.666667,0.0,-0.666667,true
activation_rate_7d,150,0.333333,0.0,-0.333333,true
activation_rate_7d,151,0.333333,0.0,-0.333333,true
activation_rate_7d,152,1.0,0.0,-1.0,true
activation_rate_7d,153,1.0,0.0,-1.0,true
activation_rate_7d,154,1.0,0.0,-1.0,true
activation_rate_7d,155,0.666667,0.0,-0.666667,true
activation_rate_7d,156,1.0,0.0,-1.0,true
activation_rate_7d,157,1.0,0.0,-1.0,true
activation_rate_7d,158,0.666667,0.0,-0.666667,true
activation_rate_7d,159,1.0,0.0,-1.0,true
activation_rate_7d,160,0.333333,0.0,-0.333333,true
activation_rate_7d,161,0.666667,0.0,-0.666667,true
activation_rate_7d,162,0.666667,0.0,-0.666667,true
activation_rate_7d,163,0.333333,0.0,-0.333333,true
activation_rate_7d,164,0.333333,0.0,-0.333333,true
activation_rate_7d,165,1.0,0.0,-1.0,true
activation_rate_7d,166,0.333333,0.0,-0.333333,true
activation_rate_7d,167,1.0,0.0,-1.0,true
activation_rate_7d,168,0.333333,0.0,-0.333333,true
activation_rate_7d,169,0.666667,0.0,-0.666667,true
activation_rate_7d,170,1.0,0.0,-1.0,true
activation_rate_7d,171,0.333333,0.0,-0.333333,true
activation_rate_7d,172,1.0,0.0,-1.0,true
activation_rate_7d,173,1.0,0.0,-1.0,true
activation_rate_7d,174,0.666667,0.0,-0.666667,true
activation_rate_7d,175,1.0,0.0,-1.0,true
activation_rate_7d,176,0.333333,0.0,-0.333333,true
activation_rate_7d,177,0.666667,0.0,-0.666667,true
activation_rate_7d,178,0.666667,0.0,-0.666667,true
activation_rate_7d,179,0.333333,0.0,-0.333333,true
activation_rate_7d,180,0.333333,0.0,-0.333333,true
activation_rate_7d,181,1.0,0.0,-1.0,true
activation_rate_7d,182,0.666667,0.0,-0.666667,true
activation_rate_7d,183,0.333333,0.0,-0.333333,true
activation_rate_7d,184,0.666667,0.0,-0.666667,true
activation_rate_7d,185,0.666667,0.0,-0.666667,true
activation_rate_7d,186,0.666667,0.0,-0.666667,true
activation_rate_7d,187,0.333333,0.0,-0.333333,true
activation_rate_7d,188,0.666667,0.0,-0.666667,true
activation_rate_7d,189,1.0,0.0,-1.0,true
activation_rate_7d,190,1.0,0.0,-1.0,true
activation_rate_7d,191,0.666667,0.0,-0.666667,true
activation_rate_7d,192,0.666667,0.0,-0.666667,true
activation_rate_7d,193,1.0,0.0,-1.0,true
activation_rate_7d,194,0.0,0.0,0.0,true
activation_rate_7d,195,0.333333,0.0,-0.333333,true
activation_rate_7d,196,0.666667,0.0,-0.666667,true
activation_rate_7d,197,0.666667,0.0,-0.666667,true
activation_rate_7d,198,0.333333,0.0,-0.333333,true
activation_rate_7d,199,0.666667,0.0,-0.666667,true
activation_rate_7d,200,1.0,0.0,-1.0,true
activation_rate_7d,201,1.0,0.0,-1.0,true
activation_rate_7d,202,0.333333,0.0,-0.333333,true
activation_rate_7d,203,1.0,0.0,-1.0,true
activation_rate_7d,204,0.0,0.0,0.0,true
activation_rate_7d,205,1.0,0.0,-1.0,true
activation_rate_7d,206,0.666667,0.0,-0.666667,true
activation_rate_7d,207,0.333333,0.0,-0.333333,true
activation_rate_7d,208,0.666667,0.0,-0.666667,true
activation_rate_7d,209,0.666667,0.0,-0.666667,true
activation_rate_7d,210,0.333333,0.0,-0.333333,true
activation_rate_7d,211,0.333333,0.0,-0.333333,true
activation_rate_7d,212,0.0,0.0,0.0,true
activation_rate_7d,213,1.0,0.0,-1.0,true
activation_rate_7d,214,0.666667,0.0,-0.666667,true
activation_rate_7d,215,0.333333,0.0,-0.333333,true
activation_rate_7d,216,0.333333,0.0,-0.333333,true
activation_rate_7d,217,0.666667,0.0,-0.666667,true
activation_rate_7d,218,1.0,0.0,-1.0,true
activation_rate_7d,219,0.333333,0.0,-0.333333,true
activation_rate_7d,220,0.666667,0.0,-0.666667,true
activation_rate_7d,221,1.0,0.0,-1.0,true
activation_rate_7d,222,0.333333,0.0,-0.333333,true
activation_rate_7d,223,0.666667,0.0,-0.666667,true
activation_rate_7d,224,0.666667,0.0,-0.666667,true
activation_rate_7d,225,0.666667,0.0,-0.666667,true
activation_rate_7d,226,0.666667,0.0,-0.666667,true
activation_rate_7d,227,0.333333,0.0,-0.333333,true
activation_rate_7d,228,0.666667,0.0,-0.666667,true
activation_rate_7d,229,0.666667,0.0,-0.666667,true
activation_rate_7d,230,0.333333,0.0,-0.333333,true
activation_rate_7d,231,1.0,0.0,-1.0,true
activation_rate_7d,232,0.666667,0.0,-0.666667,true
activation_rate_7d,233,0.666667,0.0,-0.666667,true
activation_rate_7d,234,1.0,0.0,-1.0,true
activation_rate_7d,235,0.333333,0.0,-0.333333,true
activation_rate_7d,236,1.0,0.0,-1.0,true
activation_rate_7d,237,0.666667,0.0,-0.666667,true
activation_rate_7d,238,1.0,0.0,-1.0,true
activation_rate_7d,239,1.0,0.0,-1.0,true
activation_rate_7d,240,0.333333,0.0,-0.333333,true
activation_rate_7d,241,0.666667,0.0,-0.666667,true
activation_rate_7d,242,0.666667,0.0,-0.666667,true
activation_rate_7d,243,1.0,0.0,-1.0,true
activation_rate_7d,244,0.333333,0.0,-0.333333,true
activation_rate_7d,245,0.666667,0.0,-0.666667,true
activation_rate_7d,246,0.666667,0.0,-0.666667,true
activation_rate_7d,247,1.0,0.0,-1.0,true
activation_rate_7d,248,0.333333,0.0,-0.333333,true
activation_rate_7d,249,0.333333,0.0,-0.333333,true
activation_rate_7d,250,1.0,0.0,-1.0,true
activation_rate_7d,251,1.0,0.0,-1.0,true
activation_rate_7d,252,0.666667,0.0,-0.666667,true
activation_rate_7d,253,0.666667,0.0,-0.666667,true
activation_rate_7d,254,1.0,0.0,-1.0,true
activation_rate_7d,255,0.333333,0.0,-0.333333,true
activation_rate_7d,256,1.0,0.0,-1.0,true
activation_rate_7d,257,0.666667,0.0,-0.666667,true
activation_rate_7d,258,0.666667,0.0,-0.666667,true
activation_rate_7d,259,0.666667,0.0,-0.666667,true
activation_rate_7d,260,0.666667,0.0,-0.666667,true
activation_rate_7d,261,0.666667,0.0,-0.666667,true
activation_rate_7d,262,1.0,0.0,-1.0,true
activation_rate_7d,263,0.666667,0.0,-0.666667,true
activation_rate_7d,264,0.666667,0.0,-0.666667,true
activation_rate_7d,265,1.0,0.0,-1.0,true
activation_rate_7d,266,1.0,0.0,-1.0,true
activation_rate_7d,267,0.666667,0.0,-0.666667,true
activation_rate_7d,268,1.0,0.0,-1.0,true
activation_rate_7d,269,0.666667,0.0,-0.666667,true
activation_rate_7d,270,0.333333,0.0,-0.333333,true
activation_rate_7d,271,0.333333,0.0,-0.333333,true
activation_rate_7d,272,0.333333,0.0,-0.333333,true
activation_rate_7d,273,0.666667,0.0,-0.666667,true
activation_rate_7d,274,0.666667,0.0,-0.666667,true
activation_rate_7d,275,0.666667,0.0,-0.666667,true
activation_rate_7d,276,0.333333,0.0,-0.333333,true
activation_rate_7d,277,1.0,0.0,-1.0,true
activation_rate_7d,278,0.666667,0.0,-0.666667,true
activation_rate_7d,279,1.0,0.0,-1.0,true
activation_rate_7d,280,0.666667,0.0,-0.666667,true
activation_rate_7d,281,0.333333,0.0,-0.333333,true
activation_rate_7d,282,0.666667,0.0,-0.666667,true
activation_rate_7d,283,0.333333,0.0,-0.333333,true
activation_rate_7d,284,0.333333,0.0,-0.333333,true
activation_rate_7d,285,0.666667,0.0,-0.666667,true
activation_rate_7d,286,1.0,0.0,-1.0,true
activation_rate_7d,287,0.666667,0.0,-0.666667,true
activation_rate_7d,288,0.333333,0.0,-0.333333,true
activation_rate_7d,289,0.333333,0.0,-0.333333,true
activation_rate_7d,290,0.333333,0.0,-0.333333,true
activation_rate_7d,291,0.333333,0.0,-0.333333,true
activation_rate_7d,292,0.333333,0.0,-0.333333,true
activation_rate_7d,293,1.0,0.0,-1.0,true
activation_rate_7d,294,0.666667,0.0,-0.666667,true
activation_rate_7d,295,0.666667,0.0,-0.666667,true
activation_rate_7d,296,0.666667,0.0,-0.666667,true
activation_rate_7d,297,1.0,0.0,-1.0,true
activation_rate_7d,298,1.0,0.0,-1.0,true
activation_rate_7d,299,1.0,0.0,-1.0,true
activation_rate_7d,300,1.0,0.0,-1.0,true
activation_rate_7d,301,0.666667,0.0,-0.666667,true
activation_rate_7d,302,1.0,0.0,-1.0,true
activation_rate_7d,303,0.666667,0.0,-0.666667,true
activation_rate_7d,304,1.0,0.0,-1.0,true
activation_rate_7d,305,0.0,0.0,0.0,true
activation_rate_7d,306,1.0,0.0,-1.0,true
activation_rate_7d,307,1.0,0.0,-1.0,true
activation_rate_7d,308,0.666667,0.0,-0.666667,true
activation_rate_7d,309,0.333333,0.0,-0.333333,true
activation_rate_7d,310,1.0,0.0,-1.0,true
activation_rate_7d,311,0.0,0.0,0.0,true
activation_rate_7d,312,0.666667,0.0,-0.666667,true
activation_rate_7d,313,1.0,0.0,-1.0,true
activation_rate_7d,314,1.0,0.0,-1.0,true
activation_rate_7d,315,0.0,0.0,0.0,true
activation_rate_7d,316,1.0,0.0,-1.0,true
activation_rate_7d,317,0.666667,0.0,-0.666667,true
activation_rate_7d,318,1.0,0.0,-1.0,true
activation_rate_7d,319,0.666667,0.0,-0.666667,true
activation_rate_7d,320,1.0,0.0,-1.0,true
activation_rate_7d,321,0.666667,0.0,-0.666667,true
activation_rate_7d,322,0.333333,0.0,-0.333333,true
activation_rate_7d,323,0.666667,0.0,-0.666667,true
activation_rate_7d,324,1.0,0.0,-1.0,true
activation_rate_7d,325,0.333333,0.0,-0.333333,true
activation_rate_7d,326,0.666667,0.0,-0.666667,true
activation_rate_7d,327,1.0,0.0,-1.0,true
activation_rate_7d,328,0.666667,0.0,-0.666667,true
activation_rate_7d,329,0.0,0.0,0.0,true
activation_rate_7d,330,0.0,0.0,0.0,true
activation_rate_7d,331,1.0,0.0,-1.0,true
activation_rate_7d,332,0.666667,0.0,-0.666667,true
activation_rate_7d,333,0.333333,0.0,-0.333333,true
activation_rate_7d,334,0.0,0.0,0.0,true
activation_rate_7d,335,0.333333,0.0,-0.333333,true
activation_rate_7d,336,1.0,0.0,-1.0,true
activation_rate_7d,337,0.333333,0.0,-0.333333,true
activation_rate_7d,338,0.0,0.0,0.0,true
activation_rate_7d,339,1.0,0.0,-1.0,true
activation_rate_7d,340,1.0,0.0,-1.0,true
activation_rate_7d,341,0.666667,0.0,-0.666667,true
activation_rate_7d,342,0.333333,0.0,-0.333333,true
activation_rate_7d,343,1.0,0.0,-1.0,true
activation_rate_7d,344,0.333333,0.0,-0.333333,true
activation_rate_7d,345,0.333333,0.0,-0.333333,true
activation_rate_7d,346,0.666667,0.0,-0.666667,true
activation_rate_7d,347,0.333333,0.0,-0.333333,true
activation_rate_7d,348,0.666667,0.0,-0.666667,true
activation_rate_7d,349,0.666667,0.0,-0.666667,true
activation_rate_7d,350,0.333333,0.0,-0.333333,true
activation_rate_7d,351,0.333333,0.0,-0.333333,true
activation_rate_7d,352,0.666667,0.0,-0.666667,true
activation_rate_7d,353,0.666667,0.0,-0.666667,true
activation_rate_7d,354,0.666667,0.0,-0.666667,true
activation_rate_7d,355,1.0,0.0,-1.0,true
activation_rate_7d,356,0.333333,0.0,-0.333333,true
activation_rate_7d,357,0.666667,0.0,-0.666667,true
activation_rate_7d,358,0.666667,0.0,-0.666667,true
activation_rate_7d,359,0.333333,0.0,-0.333333,true
activation_rate_7d,360,0.333333,0.0,-0.333333,true
activation_rate_7d,361,0.666667,0.0,-0.666667,true
activation_rate_7d,362,1.0,0.0,-1.0,true
activation_rate_7d,363,1.0,0.0,-1.0,true
activation_rate_7d,364,0.666667,0.0,-0.666667,true
activation_rate_7d,365,0.666667,0.0,-0.666667,true
activation_rate_7d,366,1.0,0.0,-1.0,true
activation_rate_7d,367,0.666667,0.0,-0.666667,true
activation_rate_7d,368,1.0,0.0,-1.0,true
activation_rate_7d,369,1.0,0.0,-1.0,true
activation_rate_7d,370,0.333333,0.0,-0.333333,true
activation_rate_7d,371,0.666667,0.0,-0.666667,true
activation_rate_7d,372,0.333333,0.0,-0.333333,true
activation_rate_7d,373,0.666667,0.0,-0.666667,true
activation_rate_7d,374,1.0,0.0,-1.0,true
activation_rate_7d,375,0.333333,0.0,-0.333333,true
activation_rate_7d,376,0.666667,0.0,-0.666667,true
activation_rate_7d,377,0.333333,0.0,-0.333333,true
activation_rate_7d,378,0.0,0.0,0.0,true
activation_rate_7d,379,0.666667,0.0,-0.666667,true
activation_rate_7d,380,0.666667,0.0,-0.666667,true
activation_rate_7d,381,0.666667,0.0,-0.666667,true
activation_rate_7d,382,1.0,0.0,-1.0,true
activation_rate_7d,383,1.0,0.0,-1.0,true
activation_rate_7d,384,0.666667,0.0,-0.666667,true
activation_rate_7d,385,0.666667,0.0,-0.666667,true
activation_rate_7d,386,1.0,0.0,-1.0,true
activation_rate_7d,387,1.0,0.0,-1.0,true
activation_rate_7d,388,0.666667,0.0,-0.666667,true
activation_rate_7d,389,1.0,0.0,-1.0,true
activation_rate_7d,390,0.666667,0.0,-0.666667,true
activation_rate_7d,391,1.0,0.0,-1.0,true
activation_rate_7d,392,0.333333,0.0,-0.333333,true
activation_rate_7d,393,1.0,0.0,-1.0,true
activation_rate_7d,394,0.333333,0.0,-0.333333,true
activation_rate_7d,395,0.666667,0.0,-0.666667,true
activation_rate_7d,396,0.666667,0.0,-0.666667,true
activation_rate_7d,397,0.666667,0.0,-0.666667,true
activation_rate_7d,398,0.333333,0.0,-0.333333,true
activation_rate_7d,399,0.666667,0.0,-0.666667,true
activation_rate_7d,400,0.333333,0.0,-0.333333,true
activation_rate_7d,401,0.666667,0.0,-0.666667,true
activation_rate_7d,402,0.666667,0.0,-0.666667,true
activation_rate_7d,403,0.333333,0.0,-0.333333,true
activation_rate_7d,404,0.666667,0.0,-0.666667,true
activation_rate_7d,405,0.666667,0.0,-0.666667,true
activation_rate_7d,406,0.666667,0.0,-0.666667,true
activation_rate_7d,407,1.0,0.0,-1.0,true
activation_rate_7d,408,0.666667,0.0,-0.666667,true
activation_rate_7d,409,0.333333,0.0,-0.333333,true
activation_rate_7d,410,1.0,0.0,-1.0,true
activation_rate_7d,411,0.666667,0.0,-0.666667,true
activation_rate_7d,412,0.666667,0.0,-0.666667,true
activation_rate_7d,413,1.0,0.0,-1.0,true
activation_rate_7d,414,0.0,0.0,0.0,true
activation_rate_7d,415,1.0,0.0,-1.0,true
activation_rate_7d,416,0.333333,0.0,-0.333333,true
activation_rate_7d,417,1.0,0.0,-1.0,true
activation_rate_7d,418,0.666667,0.0,-0.666667,true
activation_rate_7d,419,0.333333,0.0,-0.333333,true
activation_rate_7d,420,0.666667,0.0,-0.666667,true
activation_rate_7d,421,0.666667,0.0,-0.666667,true
activation_rate_7d,422,1.0,0.0,-1.0,true
activation_rate_7d,423,0.666667,0.0,-0.666667,true
activation_rate_7d,424,1.0,0.0,-1.0,true
activation_rate_7d,425,0.666667,0.0,-0.666667,true
activation_rate_7d,426,0.666667,0.0,-0.666667,true
activation_rate_7d,427,0.666667,0.0,-0.666667,true
activation_rate_7d,428,0.0,0.0,0.0,true
activation_rate_7d,429,1.0,0.0,-1.0,true
activation_rate_7d,430,0.666667,0.0,-0.666667,true
activation_rate_7d,431,0.333333,0.0,-0.333333,true
activation_rate_7d,432,0.666667,0.0,-0.666667,true
activation_rate_7d,433,1.0,0.0,-1.0,true
activation_rate_7d,434,0.666667,0.0,-0.666667,true
activation_rate_7d,435,0.333333,0.0,-0.333333,true
activation_rate_7d,436,1.0,0.0,-1.0,true
activation_rate_7d,437,0.0,0.0,0.0,true
activation_rate_7d,438,0.666667,0.0,-0.666667,true
activation_rate_7d,439,0.666667,0.0,-0.666667,true
activation_rate_7d,440,1.0,0.0,-1.0,true
activation_rate_7d,441,0.666667,0.0,-0.666667,true
activation_rate_7d,442,0.666667,0.0,-0.666667,true
activation_rate_7d,443,0.333333,0.0,-0.333333,true
activation_rate_7d,444,0.333333,0.0,-0.333333,true
activation_rate_7d,445,0.0,0.0,0.0,true
activation_rate_7d,446,0.666667,0.0,-0.666667,true
activation_rate_7d,447,1.0,0.0,-1.0,true
activation_rate_7d,448,0.333333,0.0,-0.333333,true
activation_rate_7d,449,0.666667,0.0,-0.666667,true
activation_rate_7d,450,1.0,0.0,-1.0,true
activation_rate_7d,451,1.0,0.0,-1.0,true
activation_rate_7d,452,0.333333,0.0,-0.333333,true
activation_rate_7d,453,0.666667,0.0,-0.666667,true
activation_rate_7d,454,0.333333,0.0,-0.333333,true
activation_rate_7d,455,0.333333,0.0,-0.333333,true
activation_rate_7d,456,0.666667,0.0,-0.666667,true
activation_rate_7d,457,0.666667,0.0,-0.666667,true
activation_rate_7d,458,0.666667,0.0,-0.666667,true
activation_rate_7d,459,0.666667,0.0,-0.666667,true
activation_rate_7d,460,0.666667,0.0,-0.666667,true
activation_rate_7d,461,0.666667,0.0,-0.666667,true
activation_rate_7d,462,0.666667,0.0,-0.666667,true
activation_rate_7d,463,1.0,0.0,-1.0,true
activation_rate_7d,464,1.0,0.0,-1.0,true
activation_rate_7d,465,0.666667,0.0,-0.666667,true
activation_rate_7d,466,1.0,0.0,-1.0,true
activation_rate_7d,467,1.0,0.0,-1.0,true
activation_rate_7d,468,0.666667,0.0,-0.666667,true
activation_rate_7d,469,0.333333,0.0,-0.333333,true
activation_rate_7d,470,1.0,0.0,-1.0,true
activation_rate_7d,471,0.666667,0.0,-0.666667,true
activation_rate_7d,472,0.666667,0.0,-0.666667,true
activation_rate_7d,473,1.0,0.0,-1.0,true
activation_rate_7d,474,0.666667,0.0,-0.666667,true
activation_rate_7d,475,1.0,0.0,-1.0,true
activation_rate_7d,476,1.0,0.0,-1.0,true
activation_rate_7d,477,0.666667,0.0,-0.666667,true
activation_rate_7d,478,1.0,0.0,-1.0,true
activation_rate_7d,479,0.666667,0.0,-0.666667,true
activation_rate_7d,480,0.666667,0.0,-0.666667,true
activation_rate_7d,481,0.666667,0.0,-0.666667,true
activation_rate_7d,482,0.0,0.0,0.0,true
activation_rate_7d,483,1.0,0.0,-1.0,true
activation_rate_7d,484,1.0,0.0,-1.0,true
activation_rate_7d,485,0.666667,0.0,-0.666667,true
activation_rate_7d,486,0.666667,0.0,-0.666667,true
activation_rate_7d,487,1.0,0.0,-1.0,true
activation_rate_7d,488,0.333333,0.0,-0.333333,true
activation_rate_7d,489,0.666667,0.0,-0.666667,true
activation_rate_7d,490,1.0,0.0,-1.0,true
activation_rate_7d,491,0.666667,0.0,-0.666667,true
activation_rate_7d,492,0.333333,0.0,-0.333333,true
activation_rate_7d,493,1.0,0.0,-1.0,true
activation_rate_7d,494,0.666667,0.0,-0.666667,true
activation_rate_7d,495,0.666667,0.0,-0.666667,true
activation_rate_7d,496,1.0,0.0,-1.0,true
activation_rate_7d,497,0.666667,0.0,-0.666667,true
activation_rate_7d,498,0.333333,0.0,-0.333333,true
activation_rate_7d,499,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,0,1.0,0.0,-1.0,true
support_ticket_rate_7d,1,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,2,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,3,1.0,0.0,-1.0,true
support_ticket_rate_7d,4,1.0,0.0,-1.0,true
support_ticket_rate_7d,5,0.333333,0.0,-0.333333,true
support_ticket_rate_7d,6,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,7,0.666667,0.0,-0.666667,true
support_ticket_rate_7d,8,0.666667,0.0,-0.666667,true
